School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
Mystery Lake,1417,Deerwood School,2018,0,0,21,17,26,25,36,24,38,37,25,0,0,0,0,249
Mystery Lake,1684,Juniper School,2018,0,0,23,35,28,35,31,26,32,30,30,0,0,0,0,270
Mystery Lake,1341,R. D. Parker Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,218,244,205,332,999
Mystery Lake,1033,Riverside School,2018,0,0,52,39,64,40,57,37,41,17,18,0,0,0,0,365
Mystery Lake,1403,Wapanohk Community School,2018,0,0,54,63,54,54,70,61,58,51,38,0,0,0,0,503
Mystery Lake,1495,Westwood Elementary,2018,0,0,33,38,33,36,32,46,46,48,34,0,0,0,0,346
Park West,1705,Binscarth Elementary,2018,0,0,3,9,6,11,7,3,6,7,11,0,0,0,0,63
Park West,1042,Birtle Collegiate,2018,0,0,0,0,0,0,0,15,20,11,20,22,24,20,18,150
Park West,1426,Birtle Elementary,2018,0,0,15,14,12,21,9,0,0,0,0,0,0,0,0,71
Park West,1014,Decker Colony School,2018,0,0,8,2,2,0,2,1,3,0,2,2,4,3,1,30
Park West,1554,Hamiota Collegiate,2018,0,0,0,0,0,0,0,0,33,14,31,18,19,19,18,152
Park West,1277,Hamiota Elementary,2018,0,0,23,21,19,19,20,24,0,0,0,0,0,0,0,126
Park West,1057,Inglis Elementary,2018,0,0,7,4,7,7,1,7,6,4,2,0,0,0,0,45
Park West,1727,Major Pratt School,2018,0,0,27,38,33,29,27,31,25,31,34,59,59,64,61,518
Park West,1093,Miniota School,2018,0,0,12,7,9,11,9,2,10,2,8,0,0,0,0,70
Park West,2313,Monarch Colony School,2018,0,0,1,1,3,2,2,2,4,1,1,0,2,0,0,19
Park West,1546,Rossburn Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,21,21,21,35,98
Park West,1827,Rossburn Elementary,2018,0,0,12,9,12,9,7,9,10,13,9,0,0,0,0,90
Park West,1566,Shoal Lake School,2018,0,0,12,10,7,15,8,15,14,14,14,16,9,12,12,158
Park West,1125,Strathclair Community School,2018,0,0,6,5,16,11,8,10,8,4,6,23,10,13,16,136
Park West,1555,Waywayseecappo Community School,2018,0,28,30,35,38,42,31,44,39,33,30,0,0,0,0,350
Pembina Trails,1138,Acadia Junior High School,2018,0,0,0,0,0,0,0,0,0,204,193,271,0,0,0,668
Pembina Trails,1104,Arthur A. Leach Junior High,2018,0,0,0,0,0,0,0,57,67,121,130,143,0,0,0,518
Pembina Trails,1958,Bairdmore School,2018,0,0,48,44,38,54,66,69,69,0,0,0,0,0,0,388
Pembina Trails,1676,Beaumont School,2018,0,0,30,31,21,45,29,39,0,0,0,0,0,0,0,195
Pembina Trails,1754,Beaverlodge School,2018,0,0,19,21,18,20,24,24,0,0,0,0,0,0,0,126
Pembina Trails,1914,Chancellor Elementary,2018,0,0,52,54,49,59,77,61,77,0,0,0,0,0,0,429
Pembina Trails,1378,Dalhousie School,2018,0,0,83,59,78,62,67,82,84,0,0,0,0,0,0,515
Pembina Trails,1896,École Charleswood School,2018,0,0,0,0,0,0,0,76,151,148,150,0,0,0,0,525
Pembina Trails,1608,École Crane,2018,0,0,52,50,40,52,43,0,0,0,0,0,0,0,0,237
Pembina Trails,1511,École Dieppe,2018,0,0,84,82,70,81,66,0,0,0,0,0,0,0,0,383
Pembina Trails,1638,École Saint-Avila,2018,0,0,44,59,42,30,50,37,34,0,0,0,0,0,0,296
Pembina Trails,2302,École South Pointe School,2018,0,0,89,118,91,118,102,97,95,76,84,0,0,0,0,870
Pembina Trails,1789,École Tuxedo Park,2018,0,0,23,22,23,15,22,0,0,0,0,0,0,0,0,105
Pembina Trails,1262,École Viscount Alexander,2018,0,0,0,0,0,0,0,81,75,99,67,0,0,0,0,322
Pembina Trails,1281,Fort Richmond Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,0,398,408,478,1284
Pembina Trails,1231,General Byng School,2018,0,0,20,16,19,22,17,21,22,49,68,71,0,0,0,325
Pembina Trails,2132,Henry G. Izatt Middle School,2018,0,0,0,0,0,0,0,91,151,103,136,93,0,0,0,574
Pembina Trails,1273,Laidlaw School,2018,0,0,13,17,20,26,20,25,29,25,22,0,0,0,0,197
Pembina Trails,2030,Linden Meadows School,2018,0,0,31,45,42,48,60,68,60,79,59,1,0,0,0,493
Pembina Trails,1691,Oak Park High,2018,0,0,0,0,0,0,0,0,0,0,0,207,199,226,229,861
Pembina Trails,1227,Oakenwald School,2018,0,0,33,22,22,28,41,29,37,0,0,0,0,0,0,212
Pembina Trails,1975,Pacific Junction School,2018,0,0,22,23,26,23,20,40,0,0,0,0,0,0,0,154
Pembina Trails,2304,Pembina Trails Alternative High School,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,47
Pembina Trails,1263,R.H.G. Bonnycastle School,2018,0,0,96,101,94,94,97,0,0,0,0,0,0,0,0,482
Pembina Trails,1393,Ralph Maybank School,2018,0,0,26,29,20,27,23,21,22,0,0,0,0,0,0,168
Pembina Trails,1202,River West Park School,2018,0,0,18,22,19,19,26,26,18,22,23,0,0,0,0,193
Pembina Trails,1472,Royal School,2018,0,0,22,37,30,33,40,38,0,0,0,0,0,0,0,200
Pembina Trails,1498,Ryerson Elementary,2018,0,0,36,44,35,30,43,36,42,0,0,0,0,0,0,266
Pembina Trails,1114,Shaftesbury High,2018,0,0,0,0,0,0,0,0,0,0,0,177,189,165,192,723
Pembina Trails,1976,Van Walleghem School,2018,0,0,49,61,66,71,66,77,65,72,63,0,0,0,0,590
Pembina Trails,1062,Vincent Massey Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,111,351,330,470,1262
Pembina Trails,1398,Westdale Junior High,2018,0,0,0,0,0,0,0,0,73,73,61,0,0,0,0,207
Pembina Trails,1512,Westgrove School,2018,0,0,17,20,14,21,20,12,0,0,0,0,0,0,0,104
Pembina Trails,2065,Whyte Ridge Elementary,2018,0,0,81,108,98,103,116,0,0,0,0,0,0,0,0,506
Pine Creek,1864,Austin Elementary,2018,0,0,20,17,11,14,16,10,14,15,16,0,0,0,0,133
Pine Creek,1859,Beaver Creek School,2018,0,0,0,2,0,0,2,2,1,3,0,3,0,5,0,18
Pine Creek,2003,Cascade Colony School,2018,0,0,2,2,5,2,2,3,0,0,0,0,0,0,0,16
Pine Creek,2283,Emerald Colony School,2018,0,0,1,4,1,1,2,3,1,0,1,1,2,2,0,19
Pine Creek,1817,Forest Home School,2018,0,0,1,2,1,1,0,2,2,0,0,2,1,1,0,13
Pine Creek,1753,Gladstone Elementary,2018,0,0,16,19,29,17,19,26,22,0,0,0,0,0,0,148
Pine Creek,1220,Hidden Valley School,2018,0,0,4,2,3,2,1,1,6,0,5,4,3,5,1,37
Pine Creek,1023,Langruth Elementary,2018,0,0,4,4,7,4,3,6,5,4,5,0,0,0,0,42
Pine Creek,1465,MacGregor Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,39,40,37,38,154
Pine Creek,1447,MacGregor Elementary,2018,0,0,35,31,30,22,25,34,26,25,27,0,0,0,0,255
Pine Creek,1898,Muller School,2018,0,0,0,1,1,0,0,0,1,1,0,4,3,0,4,15
Pine Creek,1726,Plumas Elementary,2018,0,0,3,3,7,5,6,7,6,4,6,0,0,0,0,47
Pine Creek,1146,West Plains School,2018,0,0,1,2,2,0,1,4,2,2,2,0,3,3,2,24
Pine Creek,1874,William Morton Collegiate,2018,0,0,0,0,0,0,0,0,0,18,23,28,23,28,26,146
Portage La Prairie,1989,Brantwood School,2018,0,0,3,3,4,3,3,2,2,1,1,3,2,2,3,32
Portage La Prairie,1703,Brennan School,2018,0,0,2,7,3,4,2,5,2,0,4,2,3,2,2,38
Portage La Prairie,1142,École Arthur Meighen School,2018,0,0,0,0,0,0,0,89,86,81,88,0,0,0,0,344
Portage La Prairie,1634,École Crescentview School,2018,0,0,106,101,89,84,94,0,0,0,0,0,0,0,0,474
Portage La Prairie,1269,Fort la Reine School,2018,0,0,28,38,31,28,32,35,30,0,0,0,0,0,0,222
Portage La Prairie,1438,Good Hope Colony School,2018,0,0,4,1,0,0,2,0,1,0,0,1,2,1,8,20
Portage La Prairie,1539,Ingleside School,2018,0,0,6,1,3,3,3,3,3,3,5,2,5,1,3,41
Portage La Prairie,1837,La Verendrye School,2018,0,0,30,40,32,34,39,46,37,55,47,0,0,0,0,360
Portage La Prairie,2040,Norquay Colony School,2018,0,0,2,4,3,2,2,2,2,2,2,3,1,1,1,27
Portage La Prairie,1849,North Memorial School,2018,0,0,19,23,33,18,20,23,17,0,0,0,0,0,0,153
Portage La Prairie,2134,Northern Breeze Colony School,2018,0,0,2,1,2,2,1,1,2,2,1,1,2,2,3,22
Portage La Prairie,1237,Oakville School,2018,0,0,17,14,20,18,21,22,11,22,16,0,0,0,0,161
Portage La Prairie,1029,Portage Collegiate Institute,2018,15,0,0,0,0,0,0,0,0,0,0,228,240,394,202,1079
Portage La Prairie,1757,Sommerfeld Colony School,2018,0,0,3,5,1,3,6,2,7,1,2,2,1,2,1,36
Portage La Prairie,1055,Sunnyside School,2018,0,0,2,4,1,3,4,2,2,0,0,1,1,3,0,23
Portage La Prairie,2063,Westroc School,2018,0,0,0,5,0,5,2,4,6,2,5,2,3,5,0,39
Portage La Prairie,1003,Woodland Colony School,2018,0,0,1,3,1,2,1,1,3,3,1,2,2,4,2,26
Portage La Prairie,1858,Yellowquill School,2018,0,0,34,42,33,38,36,39,31,54,68,0,0,0,0,375
Prairie Rose,1871,Barrickman Colony School,2018,0,0,3,2,4,1,1,4,2,5,2,3,2,3,2,34
Prairie Rose,2276,Blooming Prairie Colony School,2018,0,0,4,2,4,3,4,2,2,0,0,0,0,3,0,24
Prairie Rose,1422,Bon Homme Colony School,2018,0,0,4,3,7,5,1,4,3,4,1,3,1,4,4,44
Prairie Rose,1230,Boyne View School,2018,0,0,1,3,2,4,0,4,1,2,1,2,0,2,1,23
Prairie Rose,1800,Carman Collegiate,2018,0,0,0,0,0,0,0,0,48,54,47,41,53,42,58,343
Prairie Rose,1872,Carman Elementary,2018,0,0,47,58,45,59,53,52,0,0,0,0,0,0,0,314
Prairie Rose,1369,Clearview Colony School,2018,0,0,0,0,4,1,1,2,2,3,1,3,2,2,3,24
Prairie Rose,2312,Eagle Creek Colony School,2018,0,0,5,0,2,2,2,4,1,3,2,3,2,1,2,29
Prairie Rose,1268,École Saint-Eustache,2018,0,0,25,20,18,23,26,19,11,0,0,0,0,0,0,142
Prairie Rose,1289,Elm Creek School,2018,0,0,15,22,18,11,23,18,17,20,8,13,7,16,9,197
Prairie Rose,1527,Huron Colony School,2018,0,0,0,2,2,0,1,3,1,0,2,0,2,1,1,15
Prairie Rose,1751,Iberville Colony School,2018,0,0,0,2,1,2,2,2,1,3,3,3,2,6,1,28
Prairie Rose,1052,James Valley Colony School,2018,0,0,3,5,3,6,1,7,4,4,4,2,4,4,1,48
Prairie Rose,1053,Lakeside Colony School,2018,0,0,3,2,1,4,1,4,2,2,1,5,4,3,0,32
Prairie Rose,1290,Maple Creek School,2018,0,0,8,4,4,6,2,5,2,3,2,2,1,1,0,40
Prairie Rose,1642,Maxwell Colony School,2018,0,0,2,1,4,3,5,3,2,2,2,3,4,3,0,34
Prairie Rose,1514,Miami School,2018,0,0,17,18,23,25,17,23,20,25,22,15,20,24,26,275
Prairie Rose,1581,Roland Elementary,2018,0,0,16,10,9,10,6,10,10,0,0,0,0,0,0,71
Prairie Rose,2033,Rosebank Colony School,2018,0,0,2,0,4,1,2,3,1,3,4,1,5,4,0,30
Prairie Rose,1722,Rosedale Colony School,2018,0,0,3,2,0,0,2,2,0,2,2,1,2,2,0,18
Prairie Rose,2071,Sky View School,2018,0,0,1,1,0,1,0,1,0,2,2,1,1,0,0,10
Prairie Rose,1054,St. Francois Xavier Community School,2018,0,0,19,23,20,22,23,20,24,0,0,0,0,0,0,151
Prairie Rose,1558,St. Laurent School,2018,0,0,14,15,15,15,15,18,13,14,16,13,10,14,18,190
Prairie Rose,1070,St. Paul's Collegiate,2018,0,0,0,0,0,0,0,0,0,30,33,31,29,19,27,169
Prairie Rose,2045,Starlite Colony School,2018,0,0,0,2,2,3,5,1,1,3,1,3,3,3,0,27
Prairie Rose,1443,Waldheim Elementary,2018,0,0,0,2,2,0,1,0,1,1,1,0,1,1,1,11
Prairie Spirit,1439,Baldur School,2018,0,0,4,2,12,8,7,4,7,7,7,11,8,8,10,95
Prairie Spirit,1092,Boyne Valley School,2018,0,0,3,1,5,3,3,1,3,6,3,2,0,4,1,35
Prairie Spirit,2072,Cartwright School,2018,0,0,9,3,7,9,4,5,9,13,7,8,7,12,0,93
Prairie Spirit,1445,Crystal City Early Years School,2018,0,0,26,18,20,22,19,0,0,0,0,0,0,0,0,105
Prairie Spirit,1559,Evergreen Colony School,2018,0,0,2,2,1,1,4,4,0,2,3,2,2,3,3,29
Prairie Spirit,1635,Fairholme Colony School,2018,0,0,1,3,2,1,3,3,0,1,1,2,0,0,0,17
Prairie Spirit,1909,Glenboro School,2018,0,0,13,14,7,13,11,14,13,19,14,11,16,15,13,173
Prairie Spirit,2278,Harmony Colony School,2018,0,0,0,0,1,0,1,0,0,2,0,2,0,2,3,11
Prairie Spirit,1322,Holland Elementary,2018,0,0,9,8,8,14,5,10,6,5,10,0,0,0,0,75
Prairie Spirit,2047,Kamsley School,2018,0,0,0,5,1,2,2,2,3,4,1,3,0,0,3,26
Prairie Spirit,1591,Manitou Elementary,2018,0,0,25,20,24,24,30,24,30,0,0,0,0,0,0,177
Prairie Spirit,1096,Nellie McClung Collegiate,2018,0,0,0,0,0,0,0,0,0,23,21,22,16,24,25,131
Prairie Spirit,1348,New Rosedale School,2018,0,0,3,2,6,0,6,4,5,2,2,3,3,0,4,40
Prairie Spirit,1301,Pilot Mound School,2018,0,0,0,0,0,0,0,0,0,0,0,23,38,25,42,128
Prairie Spirit,1553,Prairie Mountain Elementary School,2018,0,0,12,17,21,13,16,24,18,17,17,0,0,0,0,155
Prairie Spirit,1370,Prairie Mountain High School,2018,0,0,0,0,0,0,0,0,0,0,0,33,25,31,20,109
Prairie Spirit,1644,Sandy Bank School,2018,0,0,4,2,4,6,5,3,0,2,5,2,1,4,2,40
Prairie Spirit,2084,Shady Lane School,2018,0,0,2,0,1,6,0,4,0,5,0,4,0,5,0,27
Prairie Spirit,1977,Shamrock School,2018,0,0,3,2,5,3,2,1,4,3,0,5,3,3,4,38
Prairie Spirit,1340,St. Claude School Complex,2018,0,0,28,20,16,22,18,14,15,16,17,11,8,10,10,205
Prairie Spirit,1455,Ste. Marie School,2018,0,0,3,6,4,3,4,6,7,2,7,0,0,0,0,42
Prairie Spirit,1841,Thomas Greenway Middle Years School,2018,0,0,0,0,0,0,0,16,12,19,15,0,0,0,0,62
Prairie Spirit,1873,Treherne Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,17,18,17,19,71
Prairie Spirit,1238,Treherne Elementary,2018,0,0,12,13,8,15,8,10,9,12,7,0,0,0,0,94
Prairie Spirit,1842,Valleyview School,2018,0,0,1,6,0,3,2,4,0,5,2,1,1,0,1,26
Prairie Spirit,1643,West Valley School,2018,0,0,1,1,3,1,5,3,0,5,2,3,3,3,7,37
Prairie Spirit,2088,Whistling Wind School,2018,0,0,8,1,8,4,5,6,3,5,3,2,4,0,2,51
Prairie Spirit,2073,Willow Creek Colony School,2018,0,0,4,0,5,3,2,3,4,6,2,2,0,5,1,37
Prairie Spirit,1978,Windy Bay School,2018,0,0,1,1,0,0,1,0,0,1,0,2,0,1,1,8
Red River Valley,2052,Albright School,2018,0,0,3,2,3,3,2,6,0,4,2,3,4,0,4,36
Red River Valley,1763,Domain Elementary,2018,0,0,0,1,1,1,1,2,0,2,1,0,0,0,0,9
Red River Valley,2087,École Héritage Immersion,2018,0,0,23,28,27,34,24,20,15,12,16,0,0,0,0,199
Red River Valley,1035,École Saint-Malo School,2018,0,0,16,29,28,31,35,24,30,20,27,0,0,0,0,240
Red River Valley,1824,Inst. coll. Saint-Pierre,2018,0,0,0,0,0,0,0,0,0,0,0,17,19,16,22,74
Red River Valley,1771,J. A. Cuddy Elementary,2018,0,0,22,17,21,25,15,14,27,19,17,0,0,0,0,177
Red River Valley,1792,Lowe Farm School,2018,0,0,14,10,11,17,8,10,17,6,11,0,0,0,0,104
Red River Valley,1084,Morris School,2018,0,0,25,31,28,14,26,30,33,23,24,47,52,40,59,432
Red River Valley,1893,Oak Bluff Community School,2018,0,0,12,26,16,22,17,20,14,12,10,0,0,0,0,149
Red River Valley,1069,Peace Valley School,2018,0,0,6,2,4,5,4,2,3,2,7,1,6,0,6,48
Red River Valley,1579,Rosenort School,2018,0,0,19,14,18,23,12,21,24,19,25,26,24,23,28,276
Red River Valley,1191,Sanford Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,77,82,79,72,310
Red River Valley,1633,Starbuck School,2018,0,0,7,5,11,9,18,29,24,17,22,0,0,0,0,142
Red River Valley,1299,Suncrest Colony School,2018,0,0,4,3,1,1,4,2,2,5,1,3,4,2,0,32
Red River Valley,1944,Vermillion Colony School,2018,0,0,1,0,3,3,2,2,3,3,1,6,3,1,4,32
River East Transcona,1621,Angus McKay School,2018,0,0,20,18,20,19,15,17,0,0,0,0,0,0,0,109
River East Transcona,1762,Arthur Day Middle School,2018,0,0,0,0,0,0,0,0,130,133,131,0,0,0,0,394
River East Transcona,1869,Bernie Wolfe Community School,2018,0,0,64,77,69,68,80,73,89,66,67,0,0,0,0,653
River East Transcona,1139,Bertrun E. Glavin Elementary,2018,0,0,39,53,41,40,55,46,0,0,0,0,0,0,0,274
River East Transcona,1367,Bird's Hill School,2018,0,0,31,31,31,34,45,39,0,0,0,0,0,0,0,211
River East Transcona,1805,Chief Peguis Junior High,2018,0,0,0,0,0,0,0,0,149,148,163,0,0,0,0,460
River East Transcona,2032,Collège Pierre-Elliott-Trudeau,2018,0,0,0,0,0,0,0,0,0,0,0,74,82,89,84,329
River East Transcona,1747,Donwood School,2018,0,0,61,51,50,51,56,43,0,0,0,0,0,0,0,312
River East Transcona,1109,Dr. F.W.L. Hamilton School,2018,0,0,34,42,40,37,37,37,0,0,0,0,0,0,0,227
River East Transcona,1144,École Centrale,2018,0,0,81,75,52,81,45,0,0,0,0,0,0,0,0,334
River East Transcona,1856,École Margaret-Underhill,2018,0,0,78,86,64,77,55,0,0,0,0,0,0,0,0,360
River East Transcona,1312,École Regent Park,2018,0,0,0,0,0,0,0,101,99,91,82,0,0,0,0,373
River East Transcona,1748,Emerson Elementary,2018,0,0,24,38,40,35,28,43,0,0,0,0,0,0,0,208
River East Transcona,1519,Hampstead School,2018,0,0,24,32,29,28,33,17,0,0,0,0,0,0,0,163
River East Transcona,1776,Harold Hatcher School,2018,0,0,69,64,53,67,60,83,0,0,0,0,0,0,0,396
River East Transcona,1265,John de Graff School,2018,0,0,85,87,89,80,88,100,0,0,0,0,0,0,0,529
River East Transcona,2136,John G. Stewart School,2018,0,0,0,0,0,0,0,0,0,2,1,8,6,10,4,31
River East Transcona,1538,John Henderson Junior High School,2018,0,0,0,0,0,0,0,0,177,162,167,0,0,0,0,506
River East Transcona,1556,John Pritchard School,2018,0,0,17,24,22,20,24,33,82,98,88,0,0,0,0,408
River East Transcona,1663,John W. Gunn Middle School,2018,0,0,0,0,0,0,0,0,118,143,121,0,0,0,0,382
River East Transcona,1992,Joseph Teres School,2018,0,0,62,59,56,55,60,64,0,0,0,0,0,0,0,356
River East Transcona,1847,Kildonan-East Collegiate,2018,27,0,0,0,0,0,0,0,0,0,0,271,286,299,358,1241
River East Transcona,1011,Lord Wolseley School,2018,0,0,20,27,17,26,21,20,0,0,0,0,0,0,0,131
River East Transcona,1740,Maple Leaf School,2018,0,0,24,18,30,31,28,23,0,0,0,0,0,0,0,154
River East Transcona,1233,Miles Macdonell Collegiate,2018,12,0,0,0,0,0,0,0,0,0,0,308,307,297,285,1209
River East Transcona,1462,Munroe Junior High School,2018,0,0,0,0,0,0,0,0,98,87,83,0,0,0,0,268
River East Transcona,1379,Murdoch Mackay Collegiate,2018,15,0,0,0,0,0,0,0,0,0,0,172,178,196,272,833
River East Transcona,1709,Neil Campbell School,2018,0,0,64,56,55,50,55,54,0,0,0,0,0,0,0,334
River East Transcona,1662,Polson School,2018,0,0,12,24,19,20,26,22,0,0,0,0,0,0,0,123
River East Transcona,1264,Prince Edward School,2018,0,0,21,16,19,23,32,20,0,0,0,0,0,0,0,131
River East Transcona,1741,Princess Margaret School,2018,0,0,52,69,49,61,62,58,0,0,0,0,0,0,0,351
River East Transcona,1687,Radisson School,2018,0,0,33,38,35,33,39,34,0,0,0,0,0,0,0,212
River East Transcona,1755,River East Collegiate,2018,18,0,0,0,0,0,0,0,0,0,0,276,267,274,351,1186
River East Transcona,1394,Robert Andrews School,2018,0,0,0,0,0,0,0,0,83,84,79,0,0,0,0,246
River East Transcona,1783,Salisbury Morse Place School,2018,0,0,50,60,73,56,67,46,79,98,72,0,0,0,0,601
River East Transcona,1746,Sherwood School,2018,0,0,11,16,21,16,24,14,0,0,0,0,0,0,0,102
River East Transcona,1298,Springfield Heights School,2018,0,0,83,95,88,73,68,96,0,0,0,0,0,0,0,503
River East Transcona,1957,Sun Valley School,2018,0,0,83,82,85,63,83,70,0,0,0,0,0,0,0,466
River East Transcona,1081,Transcona Collegiate,2018,7,0,0,0,0,0,0,0,0,0,0,129,169,164,158,627
River East Transcona,1105,Valley Gardens Junior High,2018,0,0,0,0,0,0,0,0,144,161,134,0,0,0,0,439
River East Transcona,1020,Wayoata School,2018,0,0,35,37,55,53,55,43,0,0,0,0,0,0,0,278
River East Transcona,1806,Westview School,2018,0,0,39,29,37,31,49,37,0,0,0,0,0,0,0,222
Rolling River,1163,Cool Spring Colony School,2018,0,0,2,3,2,3,4,3,5,1,7,1,6,2,5,44
Rolling River,1728,Deerboine Colony School,2018,0,0,0,1,2,1,2,2,2,0,0,6,0,3,0,19
Rolling River,1169,Douglas Elementary,2018,0,0,10,14,5,10,11,8,15,6,5,0,0,0,0,84
Rolling River,1723,Elton Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,30,35,28,27,120
Rolling River,1818,Erickson Collegiate Institute,2018,0,0,0,0,0,0,0,0,0,19,20,22,29,22,18,130
Rolling River,1918,Erickson Elementary,2018,0,0,28,17,11,17,20,26,14,0,0,0,0,0,0,133
Rolling River,1876,Forrest Elementary,2018,0,0,16,21,21,17,20,18,20,21,25,0,0,0,0,179
Rolling River,1679,Glendale School,2018,0,0,3,0,2,2,0,1,0,1,0,2,2,0,1,14
Rolling River,1501,Minnedosa Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,41,31,36,39,147
Rolling River,2139,Oak River Colony School,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
Rolling River,1158,Oak River Elementary,2018,0,0,4,2,0,4,8,6,4,0,0,0,0,0,0,28
Rolling River,1924,Onanole Elementary,2018,0,0,8,7,6,11,11,8,10,10,8,0,0,0,0,79
Rolling River,1324,Rapid City School,2018,0,0,4,10,10,12,14,9,8,9,8,0,0,0,0,84
Rolling River,1794,Rivers Collegiate,2018,0,0,0,0,0,0,0,0,0,21,30,21,28,30,18,148
Rolling River,1636,Rivers Elementary,2018,0,0,36,25,29,19,26,21,30,0,0,0,0,0,0,186
Rolling River,1560,Tanner's Crossing School,2018,0,0,38,37,36,34,50,33,38,37,42,0,0,0,0,345
Rolling River,2297,Westview Colony School,2018,0,0,2,2,1,0,0,0,1,0,2,0,2,1,0,11
Seine River,1649,Arborgate School,2018,0,0,41,57,52,38,43,40,55,44,43,0,0,0,0,413
Seine River,1115,Collège Lorette Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,130,126,135,146,537
Seine River,1475,Collège Saint-Norbert Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,104,84,96,116,400
Seine River,1316,Dawson Trail School,2018,0,0,42,52,46,54,41,50,39,40,51,0,0,0,0,415
Seine River,1702,École Île-Des-Chênes School,2018,0,0,33,35,28,30,17,20,26,11,28,0,0,0,0,228
Seine River,2138,École Lorette Immersion,2018,0,0,28,37,32,41,30,47,32,35,24,0,0,0,0,306
Seine River,1609,École Sainte-Anne Immersion,2018,0,0,37,28,41,35,25,30,18,18,23,0,0,0,0,255
Seine River,1622,École Saint-Norbert Immersion,2018,0,0,40,45,25,31,27,28,23,12,29,0,0,0,0,260
Seine River,1632,École St. Adolphe School,2018,0,0,22,36,31,33,29,35,21,29,20,0,0,0,0,256
Seine River,2115,La Barriere Crossings School,2018,0,0,0,0,0,0,0,43,39,49,42,0,0,0,0,173
Seine River,1785,La Salle School,2018,0,0,36,30,34,41,41,47,44,32,47,0,0,0,0,352
Seine River,1716,Parc La Salle School,2018,0,0,45,33,44,35,41,0,0,0,0,0,0,0,0,198
Seine River,1600,Richer School,2018,0,0,19,18,11,14,18,21,18,17,23,0,0,0,0,159
Seine River,2089,Ste. Anne Collegiate,2018,0,0,0,0,0,0,0,0,0,0,0,75,94,81,93,343
Seine River,1442,Ste. Anne Elementary School,2018,0,0,17,26,29,19,31,22,23,21,30,0,0,0,0,218
Seven Oaks,2294,Amber Trails Community School,2018,0,0,88,87,102,99,83,94,78,75,76,0,0,0,0,782
Seven Oaks,1088,Arthur E. Wright Community School,2018,0,0,75,65,62,62,63,65,58,54,60,0,0,0,0,564
Seven Oaks,1564,Collège Garden City Collegiate,2018,6,0,0,0,0,0,0,0,0,0,0,340,322,337,397,1402
Seven Oaks,1410,Collicutt School,2018,0,0,17,18,18,21,16,18,0,0,0,0,0,0,0,108
Seven Oaks,1940,École Belmont,2018,0,0,67,41,51,38,44,31,0,0,0,0,0,0,0,272
Seven Oaks,2019,École Constable Edward Finney School,2018,0,0,76,100,85,74,72,62,0,0,0,0,0,0,0,469
Seven Oaks,1375,École James Nisbet Community School,2018,0,0,99,93,92,91,97,93,0,0,0,0,0,0,0,565
Seven Oaks,2064,École Leila North Community School,2018,0,0,0,0,0,0,0,0,181,181,145,0,0,0,0,507
Seven Oaks,2303,École Riviere Rouge,2018,0,0,84,62,87,70,47,72,0,0,0,0,0,0,0,422
Seven Oaks,2126,École Seven Oaks Middle School,2018,0,0,0,0,0,0,0,0,138,150,134,0,0,0,0,422
Seven Oaks,2259,Edmund Partridge Community School,2018,0,0,0,0,0,0,0,0,114,141,113,0,0,0,0,368
Seven Oaks,1639,Elwick Community School,2018,0,0,32,35,37,40,46,40,40,39,41,0,0,0,0,350
Seven Oaks,1050,Forest Park School,2018,0,0,25,31,24,47,47,43,0,0,0,0,0,0,0,217
Seven Oaks,1295,Governor Semple School,2018,0,0,23,22,18,20,23,25,0,0,0,0,0,0,0,131
Seven Oaks,1333,H. C. Avery Middle School,2018,0,0,0,0,0,0,0,0,119,143,151,0,0,0,0,413
Seven Oaks,1892,Maples Collegiate,2018,15,0,0,0,0,0,0,0,0,0,0,318,323,358,558,1572
Seven Oaks,2306,Maples MET School,2018,0,0,0,0,0,0,0,0,0,0,0,33,35,50,26,144
Seven Oaks,1769,Margaret Park School,2018,0,0,37,29,40,46,44,50,0,0,0,0,0,0,0,246
Seven Oaks,2298,MET School,2018,0,0,0,0,0,0,0,0,0,0,0,32,25,27,22,106
Seven Oaks,1080,O. V. Jewitt Elementary,2018,0,0,45,60,50,54,57,57,64,65,65,0,0,0,0,517
Seven Oaks,2096,Riverbend Community School,2018,0,0,51,69,59,66,57,60,0,0,0,0,0,0,0,362
Seven Oaks,1078,Shkola R.F. Morrison School,2018,0,0,43,40,42,55,55,44,9,0,0,0,0,0,0,288
